"code_insee";"nom_standard";"reg_code";"reg_nom";"dep_code";"dep_nom";"code_postal";"population"
"01056";"Boyeux-Saint-Jérôme";84;"Auvergne-Rhône-Alpes";"01";"Ain";"01640";351
"01057";"Boz";84;"Auvergne-Rhône-Alpes";"01";"Ain";"01190";514
"01058";"Brégnier-Cordon";84;"Auvergne-Rhône-Alpes";"01";"Ain";"01300";819
"01060";"Brénod";84;"Auvergne-Rhône-Alpes";"01";"Ain";"01110";486
"01061";"Brens";84;"Auvergne-Rhône-Alpes";"01";"Ain";"01300";1133
"01062";"Bressolles";84;"Auvergne-Rhône-Alpes";"01";"Ain";"01360";951
"01063";"Brion";84;"Auvergne-Rhône-Alpes";"01";"Ain";"01460";561
"01064";"Briord";84;"Auvergne-Rhône-Alpes";"01";"Ain";"01470";1095
"01065";"Buellas";84;"Auvergne-Rhône-Alpes";"01";"Ain";"01310";1825
"01066";"La Burbanche";84;"Auvergne-Rhône-Alpes";"01";"Ain";"01510";92
"01067";"Ceignes";84;"Auvergne-Rhône-Alpes";"01";"Ain";"01430";259
"01068";"Cerdon";84;"Auvergne-Rhône-Alpes";"01";"Ain";"01450";771
"01069";"Certines";84;"Auvergne-Rhône-Alpes";"01";"Ain";"01240";1514
"01071";"Cessy";84;"Auvergne-Rhône-Alpes";"01";"Ain";"01170";5045
"01072";"Ceyzériat";84;"Auvergne-Rhône-Alpes";"01";"Ain";"01250";3202
"01073";"Ceyzérieu";84;"Auvergne-Rhône-Alpes";"01";"Ain";"01350";995
"01074";"Chalamont";84;"Auvergne-Rhône-Alpes";"01";"Ain";"01320";2574
"01075";"Chaleins";84;"Auvergne-Rhône-Alpes";"01";"Ain";"01480";1402
"01076";"Chaley";84;"Auvergne-Rhône-Alpes";"01";"Ain";"01230";122
"01077";"Challes-la-Montagne";84;"Auvergne-Rhône-Alpes";"01";"Ain";"01450";192
"01078";"Challex";84;"Auvergne-Rhône-Alpes";"01";"Ain";"01630";1597
"01079";"Champagne-en-Valromey";84;"Auvergne-Rhône-Alpes";"01";"Ain";"01260";822
"01080";"Champdor-Corcelles";84;"Auvergne-Rhône-Alpes";"01";"Ain";"01110";636
"01081";"Champfromier";84;"Auvergne-Rhône-Alpes";"01";"Ain";"01410";726
"01082";"Chanay";84;"Auvergne-Rhône-Alpes";"01";"Ain";"01420";637
"01083";"Chaneins";84;"Auvergne-Rhône-Alpes";"01";"Ain";"01990";965
"01084";"Chanoz-Châtenay";84;"Auvergne-Rhône-Alpes";"01";"Ain";"01400";921
"01085";"La Chapelle-du-Châtelard";84;"Auvergne-Rhône-Alpes";"01";"Ain";"01240";397
"01087";"Charix";84;"Auvergne-Rhône-Alpes";"01";"Ain";"01130";279
"01088";"Charnoz-sur-Ain";84;"Auvergne-Rhône-Alpes";"01";"Ain";"01800";902
"01089";"Château-Gaillard";84;"Auvergne-Rhône-Alpes";"01";"Ain";"01500";2254
"01090";"Châtenay";84;"Auvergne-Rhône-Alpes";"01";"Ain";"01320";361
"01092";"Châtillon-la-Palud";84;"Auvergne-Rhône-Alpes";"01";"Ain";"01320";1622
"01093";"Châtillon-sur-Chalaronne";84;"Auvergne-Rhône-Alpes";"01";"Ain";"01400";4968
"01094";"Chavannes-sur-Reyssouze";84;"Auvergne-Rhône-Alpes";"01";"Ain";"01190";761
"01095";"Nivigne et Suran";84;"Auvergne-Rhône-Alpes";"01";"Ain";"01250";843
"01096";"Chaveyriat";84;"Auvergne-Rhône-Alpes";"01";"Ain";"01660";1033
"01098";"Chazey-Bons";84;"Auvergne-Rhône-Alpes";"01";"Ain";"01300";1175
"01099";"Chazey-sur-Ain";84;"Auvergne-Rhône-Alpes";"01";"Ain";"01150";1590
"01100";"Cheignieu-la-Balme";84;"Auvergne-Rhône-Alpes";"01";"Ain";"01510";131
"01101";"Chevillard";84;"Auvergne-Rhône-Alpes";"01";"Ain";"01430";152
"01102";"Chevroux";84;"Auvergne-Rhône-Alpes";"01";"Ain";"01190";966
"01103";"Chevry";84;"Auvergne-Rhône-Alpes";"01";"Ain";"01170";2226
"01104";"Chézery-Forens";84;"Auvergne-Rhône-Alpes";"01";"Ain";"01410";453
"01105";"Civrieux";84;"Auvergne-Rhône-Alpes";"01";"Ain";"01390";1867
"01106";"Cize";84;"Auvergne-Rhône-Alpes";"01";"Ain";"01250";178
"01107";"Cleyzieu";84;"Auvergne-Rhône-Alpes";"01";"Ain";"01230";136
"01108";"Coligny";84;"Auvergne-Rhône-Alpes";"01";"Ain";"01270";1161
"01109";"Collonges";84;"Auvergne-Rhône-Alpes";"01";"Ain";"01550";2230
"01110";"Colomieu";84;"Auvergne-Rhône-Alpes";"01";"Ain";"01300";159
"01111";"Conand";84;"Auvergne-Rhône-Alpes";"01";"Ain";"01230";133
"01112";"Condamine";84;"Auvergne-Rhône-Alpes";"01";"Ain";"01430";467
"01113";"Condeissiat";84;"Auvergne-Rhône-Alpes";"01";"Ain";"01400";817
"01114";"Confort";84;"Auvergne-Rhône-Alpes";"01";"Ain";"01200";693
"01115";"Confrançon";84;"Auvergne-Rhône-Alpes";"01";"Ain";"01310";1339
"01116";"Contrevoz";84;"Auvergne-Rhône-Alpes";"01";"Ain";"01300";496
"01117";"Conzieu";84;"Auvergne-Rhône-Alpes";"01";"Ain";"01300";150
"01118";"Corbonod";84;"Auvergne-Rhône-Alpes";"01";"Ain";"01420";1279
"01121";"Corlier";84;"Auvergne-Rhône-Alpes";"01";"Ain";"01110";116
"01123";"Cormoranche-sur-Saône";84;"Auvergne-Rhône-Alpes";"01";"Ain";"01290";1159
"01124";"Cormoz";84;"Auvergne-Rhône-Alpes";"01";"Ain";"01560";702
"01125";"Corveissiat";84;"Auvergne-Rhône-Alpes";"01";"Ain";"01250";604
"01127";"Courmangoux";84;"Auvergne-Rhône-Alpes";"01";"Ain";"01370";506
"01128";"Courtes";84;"Auvergne-Rhône-Alpes";"01";"Ain";"01560";301
"01129";"Crans";84;"Auvergne-Rhône-Alpes";"01";"Ain";"01320";303
"01130";"Bresse Vallons";84;"Auvergne-Rhône-Alpes";"01";"Ain";"01340";2368
"01133";"Cressin-Rochefort";84;"Auvergne-Rhône-Alpes";"01";"Ain";"01350";395
"01134";"Crottet";84;"Auvergne-Rhône-Alpes";"01";"Ain";"01290";1792
"01135";"Crozet";84;"Auvergne-Rhône-Alpes";"01";"Ain";"01170";2205
"01136";"Cruzilles-lès-Mépillat";84;"Auvergne-Rhône-Alpes";"01";"Ain";"01290";922
"01138";"Culoz-Béon";84;"Auvergne-Rhône-Alpes";"01";"Ain";"01350";2987
"01139";"Curciat-Dongalon";84;"Auvergne-Rhône-Alpes";"01";"Ain";"01560";444
"01140";"Curtafond";84;"Auvergne-Rhône-Alpes";"01";"Ain";"01310";764
"01141";"Cuzieu";84;"Auvergne-Rhône-Alpes";"01";"Ain";"01300";443
"01142";"Dagneux";84;"Auvergne-Rhône-Alpes";"01";"Ain";"01120";4765
"01143";"Divonne-les-Bains";84;"Auvergne-Rhône-Alpes";"01";"Ain";"01220";9999
"01145";"Dompierre-sur-Veyle";84;"Auvergne-Rhône-Alpes";"01";"Ain";"01240";1190
"01146";"Dompierre-sur-Chalaronne";84;"Auvergne-Rhône-Alpes";"01";"Ain";"01400";436
"01147";"Domsure";84;"Auvergne-Rhône-Alpes";"01";"Ain";"01270";509
"01148";"Dortan";84;"Auvergne-Rhône-Alpes";"01";"Ain";"01590";1892
"01149";"Douvres";84;"Auvergne-Rhône-Alpes";"01";"Ain";"01500";1094
"01150";"Drom";84;"Auvergne-Rhône-Alpes";"01";"Ain";"01250";214
"01151";"Druillat";84;"Auvergne-Rhône-Alpes";"01";"Ain";"01160";1139
"01152";"Échallon";84;"Auvergne-Rhône-Alpes";"01";"Ain";"01130";756
"01153";"Échenevex";84;"Auvergne-Rhône-Alpes";"01";"Ain";"01170";2123
"01155";"Évosges";84;"Auvergne-Rhône-Alpes";"01";"Ain";"01230";142
"01156";"Faramans";84;"Auvergne-Rhône-Alpes";"01";"Ain";"01800";843
"01157";"Fareins";84;"Auvergne-Rhône-Alpes";"01";"Ain";"01480";2339
"01158";"Farges";84;"Auvergne-Rhône-Alpes";"01";"Ain";"01550";1053
"01159";"Feillens";84;"Auvergne-Rhône-Alpes";"01";"Ain";"01570";3366
"01160";"Ferney-Voltaire";84;"Auvergne-Rhône-Alpes";"01";"Ain";"01210";10612
"01162";"Flaxieu";84;"Auvergne-Rhône-Alpes";"01";"Ain";"01350";65
"01163";"Foissiat";84;"Auvergne-Rhône-Alpes";"01";"Ain";"01340";2016
"01165";"Francheleins";84;"Auvergne-Rhône-Alpes";"01";"Ain";"01090";1586
"01166";"Frans";84;"Auvergne-Rhône-Alpes";"01";"Ain";"01480";2417
"01167";"Garnerans";84;"Auvergne-Rhône-Alpes";"01";"Ain";"01140";657
"01169";"Genouilleux";84;"Auvergne-Rhône-Alpes";"01";"Ain";"01090";651
"01170";"Béard-Géovreissiat";84;"Auvergne-Rhône-Alpes";"01";"Ain";"01460";1044
"01171";"Géovreisset";84;"Auvergne-Rhône-Alpes";"01";"Ain";"01100";830
"01173";"Gex";84;"Auvergne-Rhône-Alpes";"01";"Ain";"01170";13177
"01174";"Giron";84;"Auvergne-Rhône-Alpes";"01";"Ain";"01130";176
"01175";"Gorrevod";84;"Auvergne-Rhône-Alpes";"01";"Ain";"01190";790
"01177";"Grand-Corent";84;"Auvergne-Rhône-Alpes";"01";"Ain";"01250";184
"01179";"Grièges";84;"Auvergne-Rhône-Alpes";"01";"Ain";"01290";1884
"01180";"Grilly";84;"Auvergne-Rhône-Alpes";"01";"Ain";"01220";842
"01181";"Groissiat";84;"Auvergne-Rhône-Alpes";"01";"Ain";"01100";1241
"01183";"Guéreins";84;"Auvergne-Rhône-Alpes";"01";"Ain";"01090";1487
"01184";"Hautecourt-Romanèche";84;"Auvergne-Rhône-Alpes";"01";"Ain";"01250";756
"01185";"Plateau d'Hauteville";84;"Auvergne-Rhône-Alpes";"01";"Ain";"01110";4824
"01187";"Haut Valromey";84;"Auvergne-Rhône-Alpes";"01";"Ain";"01260";615
"01188";"Illiat";84;"Auvergne-Rhône-Alpes";"01";"Ain";"01140";681
"01189";"Injoux-Génissiat";84;"Auvergne-Rhône-Alpes";"01";"Ain";"01200";1123
"01190";"Innimond";84;"Auvergne-Rhône-Alpes";"01";"Ain";"01680";86
"01191";"Izenave";84;"Auvergne-Rhône-Alpes";"01";"Ain";"01430";152
"01192";"Izernore";84;"Auvergne-Rhône-Alpes";"01";"Ain";"01580";2272
"01193";"Izieu";84;"Auvergne-Rhône-Alpes";"01";"Ain";"01300";220
"01194";"Jassans-Riottier";84;"Auvergne-Rhône-Alpes";"01";"Ain";"01480";6337
"01195";"Jasseron";84;"Auvergne-Rhône-Alpes";"01";"Ain";"01250";1822
"01196";"Jayat";84;"Auvergne-Rhône-Alpes";"01";"Ain";"01340";1241
"01197";"Journans";84;"Auvergne-Rhône-Alpes";"01";"Ain";"01250";377
"01198";"Joyeux";84;"Auvergne-Rhône-Alpes";"01";"Ain";"01800";266
"01199";"Jujurieux";84;"Auvergne-Rhône-Alpes";"01";"Ain";"01640";2129
"01200";"Labalme";84;"Auvergne-Rhône-Alpes";"01";"Ain";"01450";213
"01202";"Lagnieu";84;"Auvergne-Rhône-Alpes";"01";"Ain";"01150";7214
"01203";"Laiz";84;"Auvergne-Rhône-Alpes";"01";"Ain";"01290";1306
"01204";"Le Poizat-Lalleyriat";84;"Auvergne-Rhône-Alpes";"01";"Ain";"01130";746
"01206";"Lantenay";84;"Auvergne-Rhône-Alpes";"01";"Ain";"01430";274
"01207";"Lapeyrouse";84;"Auvergne-Rhône-Alpes";"01";"Ain";"01330";314
"01208";"Lavours";84;"Auvergne-Rhône-Alpes";"01";"Ain";"01350";135
"01209";"Léaz";84;"Auvergne-Rhône-Alpes";"01";"Ain";"01200";796
"01210";"Lélex";84;"Auvergne-Rhône-Alpes";"01";"Ain";"01410";231
"01211";"Lent";84;"Auvergne-Rhône-Alpes";"01";"Ain";"01240";1397
"01212";"Lescheroux";84;"Auvergne-Rhône-Alpes";"01";"Ain";"01560";712
"01213";"Leyment";84;"Auvergne-Rhône-Alpes";"01";"Ain";"01150";1332
"01214";"Leyssard";84;"Auvergne-Rhône-Alpes";"01";"Ain";"01450";161
"01215";"Surjoux-Lhopital";84;"Auvergne-Rhône-Alpes";"01";"Ain";"01420";143
"01216";"Lhuis";84;"Auvergne-Rhône-Alpes";"01";"Ain";"01680";893
"01219";"Lompnas";84;"Auvergne-Rhône-Alpes";"01";"Ain";"01680";162
"01224";"Loyettes";84;"Auvergne-Rhône-Alpes";"01";"Ain";"01360";3296
"01225";"Lurcy";84;"Auvergne-Rhône-Alpes";"01";"Ain";"01090";383
"01227";"Magnieu";84;"Auvergne-Rhône-Alpes";"01";"Ain";"01300";642
"01228";"Maillat";84;"Auvergne-Rhône-Alpes";"01";"Ain";"01430";668
"01229";"Malafretaz";84;"Auvergne-Rhône-Alpes";"01";"Ain";"01340";1226
"01230";"Mantenay-Montlin";84;"Auvergne-Rhône-Alpes";"01";"Ain";"01560";310
"01231";"Manziat";84;"Auvergne-Rhône-Alpes";"01";"Ain";"01570";1948
"01232";"Marboz";84;"Auvergne-Rhône-Alpes";"01";"Ain";"01851";2275
"01233";"Marchamp";84;"Auvergne-Rhône-Alpes";"01";"Ain";"01680";130
"01234";"Marignieu";84;"Auvergne-Rhône-Alpes";"01";"Ain";"01300";167
"01235";"Marlieux";84;"Auvergne-Rhône-Alpes";"01";"Ain";"01240";1179
"01236";"Marsonnas";84;"Auvergne-Rhône-Alpes";"01";"Ain";"01340";1021
"01237";"Martignat";84;"Auvergne-Rhône-Alpes";"01";"Ain";"01100";1674
"01238";"Massieux";84;"Auvergne-Rhône-Alpes";"01";"Ain";"01600";2709
"01239";"Massignieu-de-Rives";84;"Auvergne-Rhône-Alpes";"01";"Ain";"01300";631
"01240";"Matafelon-Granges";84;"Auvergne-Rhône-Alpes";"01";"Ain";"01580";628
"01241";"Meillonnas";84;"Auvergne-Rhône-Alpes";"01";"Ain";"01370";1379
"01242";"Mérignat";84;"Auvergne-Rhône-Alpes";"01";"Ain";"01450";136
"01243";"Messimy-sur-Saône";84;"Auvergne-Rhône-Alpes";"01";"Ain";"01480";1262
"01244";"Meximieux";84;"Auvergne-Rhône-Alpes";"01";"Ain";"01800";7998
"01245";"Bohas-Meyriat-Rignat";84;"Auvergne-Rhône-Alpes";"01";"Ain";"01250";950
"01246";"Mézériat";84;"Auvergne-Rhône-Alpes";"01";"Ain";"01660";2204
"01247";"Mijoux";84;"Auvergne-Rhône-Alpes";"01";"Ain";"01170";299
"01248";"Mionnay";84;"Auvergne-Rhône-Alpes";"01";"Ain";"01390";2245
"01249";"Miribel";84;"Auvergne-Rhône-Alpes";"01";"Ain";"01700";10202
"01250";"Misérieux";84;"Auvergne-Rhône-Alpes";"01";"Ain";"01600";1979
"01252";"Mogneneins";84;"Auvergne-Rhône-Alpes";"01";"Ain";"01140";796
"01254";"Montagnat";84;"Auvergne-Rhône-Alpes";"01";"Ain";"01250";2142
"01255";"Montagnieu";84;"Auvergne-Rhône-Alpes";"01";"Ain";"01470";651
"01257";"Montanges";84;"Auvergne-Rhône-Alpes";"01";"Ain";"01200";351
"01258";"Montceaux";84;"Auvergne-Rhône-Alpes";"01";"Ain";"01090";1194
"01259";"Montcet";84;"Auvergne-Rhône-Alpes";"01";"Ain";"01310";708
"01260";"Le Montellier";84;"Auvergne-Rhône-Alpes";"01";"Ain";"01800";304
"01261";"Monthieux";84;"Auvergne-Rhône-Alpes";"01";"Ain";"01390";681
"01262";"Montluel";84;"Auvergne-Rhône-Alpes";"01";"Ain";"01120";6864
"01263";"Montmerle-sur-Saône";84;"Auvergne-Rhône-Alpes";"01";"Ain";"01090";3761
"01264";"Montracol";84;"Auvergne-Rhône-Alpes";"01";"Ain";"01310";1017
"01265";"Montréal-la-Cluse";84;"Auvergne-Rhône-Alpes";"01";"Ain";"01460";3499
"01266";"Montrevel-en-Bresse";84;"Auvergne-Rhône-Alpes";"01";"Ain";"01340";2576
"01267";"Nurieux-Volognat";84;"Auvergne-Rhône-Alpes";"01";"Ain";"01460";1008
"01268";"Murs-et-Gélignieux";84;"Auvergne-Rhône-Alpes";"01";"Ain";"01300";244
"01269";"Nantua";84;"Auvergne-Rhône-Alpes";"01";"Ain";"01130";3453
"01272";"Neuville-les-Dames";84;"Auvergne-Rhône-Alpes";"01";"Ain";"01400";1490
"01273";"Neuville-sur-Ain";84;"Auvergne-Rhône-Alpes";"01";"Ain";"01160";1799
"01274";"Les Neyrolles";84;"Auvergne-Rhône-Alpes";"01";"Ain";"01130";632
"01275";"Neyron";84;"Auvergne-Rhône-Alpes";"01";"Ain";"01700";2596
"01276";"Niévroz";84;"Auvergne-Rhône-Alpes";"01";"Ain";"01120";1627
"01277";"Nivollet-Montgriffon";84;"Auvergne-Rhône-Alpes";"01";"Ain";"01230";115
"01279";"Oncieu";84;"Auvergne-Rhône-Alpes";"01";"Ain";"01230";77
"01280";"Ordonnaz";84;"Auvergne-Rhône-Alpes";"01";"Ain";"01510";136
"01281";"Ornex";84;"Auvergne-Rhône-Alpes";"01";"Ain";"01210";4591
"01282";"Outriaz";84;"Auvergne-Rhône-Alpes";"01";"Ain";"01430";258
"01283";"Oyonnax";84;"Auvergne-Rhône-Alpes";"01";"Ain";"01100";22271
"01284";"Ozan";84;"Auvergne-Rhône-Alpes";"01";"Ain";"01190";700
"01285";"Parcieux";84;"Auvergne-Rhône-Alpes";"01";"Ain";"01600";1334
"01286";"Parves et Nattages";84;"Auvergne-Rhône-Alpes";"01";"Ain";"01300";959
"01288";"Péron";84;"Auvergne-Rhône-Alpes";"01";"Ain";"01630";2777
"01289";"Péronnas";84;"Auvergne-Rhône-Alpes";"01";"Ain";"01960";6460
"01290";"Pérouges";84;"Auvergne-Rhône-Alpes";"01";"Ain";"01800";1309
"01291";"Perrex";84;"Auvergne-Rhône-Alpes";"01";"Ain";"01540";844
"01293";"Peyriat";84;"Auvergne-Rhône-Alpes";"01";"Ain";"01430";145
"01294";"Peyrieu";84;"Auvergne-Rhône-Alpes";"01";"Ain";"01300";897
"01295";"Peyzieux-sur-Saône";84;"Auvergne-Rhône-Alpes";"01";"Ain";"01140";676
"01296";"Pirajoux";84;"Auvergne-Rhône-Alpes";"01";"Ain";"01270";413
"01297";"Pizay";84;"Auvergne-Rhône-Alpes";"01";"Ain";"01120";890
"01298";"Plagne";84;"Auvergne-Rhône-Alpes";"01";"Ain";"01130";157
"01299";"Le Plantay";84;"Auvergne-Rhône-Alpes";"01";"Ain";"01330";589
"01301";"Polliat";84;"Auvergne-Rhône-Alpes";"01";"Ain";"01310";2606
"01302";"Pollieu";84;"Auvergne-Rhône-Alpes";"01";"Ain";"01350";165
"01303";"Poncin";84;"Auvergne-Rhône-Alpes";"01";"Ain";"01450";1696
"01304";"Pont-d'Ain";84;"Auvergne-Rhône-Alpes";"01";"Ain";"01160";2904
"01305";"Pont-de-Vaux";84;"Auvergne-Rhône-Alpes";"01";"Ain";"01190";2195
"01306";"Pont-de-Veyle";84;"Auvergne-Rhône-Alpes";"01";"Ain";"01290";1637
"01307";"Port";84;"Auvergne-Rhône-Alpes";"01";"Ain";"01460";840
"01308";"Pougny";84;"Auvergne-Rhône-Alpes";"01";"Ain";"01550";803
"01309";"Pouillat";84;"Auvergne-Rhône-Alpes";"01";"Ain";"01250";83
"01310";"Prémeyzel";84;"Auvergne-Rhône-Alpes";"01";"Ain";"01300";249
"01311";"Prémillieu";84;"Auvergne-Rhône-Alpes";"01";"Ain";"01110";44
"01313";"Prévessin-Moëns";84;"Auvergne-Rhône-Alpes";"01";"Ain";"01280";8948
"01314";"Priay";84;"Auvergne-Rhône-Alpes";"01";"Ain";"01160";1725
"01317";"Ramasse";84;"Auvergne-Rhône-Alpes";"01";"Ain";"01250";331
"01318";"Rancé";84;"Auvergne-Rhône-Alpes";"01";"Ain";"01390";735
"01319";"Relevant";84;"Auvergne-Rhône-Alpes";"01";"Ain";"01990";467
"01320";"Replonges";84;"Auvergne-Rhône-Alpes";"01";"Ain";"01750";3833
"01321";"Revonnas";84;"Auvergne-Rhône-Alpes";"01";"Ain";"01250";892
"01322";"Reyrieux";84;"Auvergne-Rhône-Alpes";"01";"Ain";"01600";5050
"01323";"Reyssouze";84;"Auvergne-Rhône-Alpes";"01";"Ain";"01190";1018
"01325";"Rignieux-le-Franc";84;"Auvergne-Rhône-Alpes";"01";"Ain";"01800";1065
"01328";"Romans";84;"Auvergne-Rhône-Alpes";"01";"Ain";"01400";606
"01329";"Rossillon";84;"Auvergne-Rhône-Alpes";"01";"Ain";"01510";157
"01330";"Ruffieu";84;"Auvergne-Rhône-Alpes";"01";"Ain";"01260";180
"01331";"Saint-Alban";84;"Auvergne-Rhône-Alpes";"01";"Ain";"01450";192
"01332";"Saint-André-de-Bâgé";84;"Auvergne-Rhône-Alpes";"01";"Ain";"01380";792
"01333";"Saint-André-de-Corcy";84;"Auvergne-Rhône-Alpes";"01";"Ain";"01390";3366
"01334";"Saint-André-d'Huiriat";84;"Auvergne-Rhône-Alpes";"01";"Ain";"01290";680
"01335";"Saint-André-le-Bouchoux";84;"Auvergne-Rhône-Alpes";"01";"Ain";"01240";410
"01336";"Saint-André-sur-Vieux-Jonc";84;"Auvergne-Rhône-Alpes";"01";"Ain";"01960";1187
"01337";"Saint-Bénigne";84;"Auvergne-Rhône-Alpes";"01";"Ain";"01190";1336
"01338";"Groslée-Saint-Benoit";84;"Auvergne-Rhône-Alpes";"01";"Ain";"01300";1245
"01339";"Saint-Bernard";84;"Auvergne-Rhône-Alpes";"01";"Ain";"01600";1484
"01342";"Sainte-Croix";84;"Auvergne-Rhône-Alpes";"01";"Ain";"01120";546
"01343";"Saint-Cyr-sur-Menthon";84;"Auvergne-Rhône-Alpes";"01";"Ain";"01380";1822
"01344";"Saint-Denis-lès-Bourg";84;"Auvergne-Rhône-Alpes";"01";"Ain";"01000";5971
"01345";"Saint-Denis-en-Bugey";84;"Auvergne-Rhône-Alpes";"01";"Ain";"01500";2245
"01346";"Saint-Didier-d'Aussiat";84;"Auvergne-Rhône-Alpes";"01";"Ain";"01340";852
"01347";"Saint-Didier-de-Formans";84;"Auvergne-Rhône-Alpes";"01";"Ain";"01600";2072
"01348";"Saint-Didier-sur-Chalaronne";84;"Auvergne-Rhône-Alpes";"01";"Ain";"01140";3003
"01349";"Saint-Éloi";84;"Auvergne-Rhône-Alpes";"01";"Ain";"01800";523
"01350";"Saint-Étienne-du-Bois";84;"Auvergne-Rhône-Alpes";"01";"Ain";"01370";2538
"01351";"Saint-Étienne-sur-Chalaronne";84;"Auvergne-Rhône-Alpes";"01";"Ain";"01140";1602
"01352";"Saint-Étienne-sur-Reyssouze";84;"Auvergne-Rhône-Alpes";"01";"Ain";"01190";586
"01353";"Sainte-Euphémie";84;"Auvergne-Rhône-Alpes";"01";"Ain";"01600";1723
"01354";"Saint-Genis-Pouilly";84;"Auvergne-Rhône-Alpes";"01";"Ain";"01630";14274
"01355";"Saint-Genis-sur-Menthon";84;"Auvergne-Rhône-Alpes";"01";"Ain";"01380";484
